,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,lat,long
231,855 PEACHTREE ST NE UNIT 1301,12/22/22,"$345,000.00 ",345000,430.1745636,802,2008,33.7777998,-84.383904
232,1042 SAINT CHARLES AVE NE # 5,8/31/22,"$195,000.00 ",195000,270.8333333,720,1930,33.77575657,-84.35356285
233,1049 REGENT ST SW,12/22/22,"$150,000.00 ",150000,158.7301587,945,1945,33.7008831,-84.4227953
234,1856 VENETIAN DR SW,12/22/22,"$230,000.00 ",230000,129.1409321,1781,1950,33.7144536,-84.4486695
235,2060 WEST CEDAR LN SW,12/22/22,"$384,000.00 ",384000,258.0645161,1488,1952,33.7130629,-84.4555181
236,172 DAHLIA AVE NW,12/22/22,"$195,000.00 ",195000,218.8552189,891,1940,33.7589529,-84.4624376
237,7944 LARKSVIEW DR,12/22/22,"$340,000.00 ",340000,133.4379906,2548,2004,33.5840782,-84.6440908
238,2855 PEACHTREE RD NE # 211,12/21/22,"$171,000.00 ",171000,281.25,608,1928,33.8395469,-84.3796722
239,8 MARKET SQUARE NW,12/21/22,"$420,000.00 ",420000,269.2307692,1560,1979,33.8225389,-84.4419784
240,3473 EBB CIR,12/21/22,"$350,000.00 ",350000,102.7598356,3406,2008,33.5482181,-84.4919303
241,1028 SAINT CHARLES AVE NE,12/21/22,"$285,000.00 ",285000,357.5909661,797,1920,33.775611,-84.3537503
242,361 GLENWOOD AVE SE,12/21/22,"$582,500.00 ",582500,305.7742782,1905,1920,33.7421523,-84.3758284
243,2559 BAKER RD NW,12/21/22,"$265,000.00 ",265000,350.5291005,756,1944,33.7696951,-84.4707547
244,1190 CASCADE HILLS DR,12/21/22,"$369,500.00 ",369500,139.8561696,2642,2002,33.723347,-84.562653
245,170 BOULEVARD SE # 324 H,12/21/22,"$415,000.00 ",415000,419.1919192,990,2006,33.7496927,-84.3689078
246,236 MILTON AVE SE,12/21/22,"$305,000.00 ",305000,254.1666667,1200,2002,33.7198734,-84.3803196
247,1093 BREAM DR,12/21/22,"$1,412,000.00 ",1412000,252.4133,5594,2021,34.169222,-84.327143
248,8298 EASTSHORE DR,12/21/22,"$295,000.00 ",295000,148.241206,1990,2003,33.60749,-84.5600125
249,513 DASHEILL LN,12/21/22,"$339,000.00 ",339000,171.2121212,1980,2018,33.6210032,-84.5511501
250,4347 RAINER DR,12/21/22,"$399,900.00 ",399900,128.2964389,3117,2005,33.6361459,-84.569773
251,955 JUNIPER ST # 2314,12/21/22,"$387,500.00 ",387500,341.7107584,1134,1996,33.7805621,-84.3818848
252,3475 PARC DR,12/21/22,"$225,000.00 ",225000,129.1618829,1742,2005,33.6996406,-84.4973559
253,3259 WELMINGHAM DR,12/21/22,"$295,000.00 ",295000,182.436611,1617,2007,33.6627161,-84.5189215
254,911 LENOX HILL CT,12/21/22,"$430,000.00 ",430000,194.0433213,2216,1984,33.8285936,-84.3542255
255,6035 RIVEROAK TER,12/21/22,"$315,000.00 ",315000,134.500427,2342,2003,33.5921562,-84.4901997
256,850 PIEDMONT RD # 1405,12/21/22,"$625,000.00 ",625000,394.07314,1586,2000,34.312515,-83.8438343
257,898 OAK ST # 1214,12/21/22,"$160,000.00 ",160000,205.9202059,777,2006,33.7394152,-84.4173293
258,1452 EASON ST NW,12/21/22,"$245,000.00 ",245000,251.0245902,976,1955,33.7572767,-84.4355237
259,1722 TIMOTHY DR SW,12/21/22,"$350,000.00 ",350000,160.5504587,2180,1962,33.7081264,-84.4512532
260,340 WYNLAND TRC,12/21/22,"$460,000.00 ",460000,155.0910317,2966,1982,33.9652174,-84.2853803
261,7505 RICO RD,12/21/22,"$405,000.00 ",405000,160.2056962,2528,1962,33.5521907,-84.7685811
262,308 BREEZE MEADOW,12/21/22,"$270,000.00 ",270000,180.3607214,1497,2004,33.534517,-84.5659889
263,7326 JENNADEE DR,12/21/22,"$365,000.00 ",365000,88.89430102,4106,2020,33.6320885,-84.6238341
264,11150 CROFTON OVERLOOK CT,12/21/22,"$675,000.00 ",675000,193.4097421,3490,1992,34.0521616,-84.1437197
265,2721 DEERWOOD LN SW,12/21/22,"$240,000.00 ",240000,163.2653061,1470,2008,33.672896,-84.5156854
266,1715 WATERWAY CROSSING,12/21/22,"$560,000.00 ",560000,158.1027668,3542,1994,33.6871146,-84.5834017
267,3865 RENAISSANCE CIR,12/21/22,"$540,000.00 ",540000,151.7280135,3559,2002,33.6615404,-84.6344195
268,970 SIDNEY MARCUS BLVD # 2403,12/21/22,"$220,000.00 ",220000,261.9047619,840,1988,33.8254437,-84.356649
269,2835 WEST ROXBORO RD NE,12/20/22,"$3,450,000.00 ",3450000,546.1453221,6317,2020,33.8318587,-84.3502918
270,1042 SAINT CHARLES AVE NE # 6,8/4/22,"$225,800.00 ",225800,313.6111111,720,1930,33.77575657,-84.35356285
271,1840 BRANCH VALLEY DR,12/21/22,"$470,000.00 ",470000,187.8497202,2502,1986,34.0029411,-84.3068182
272,765 DANBRIDGE WAY DR,12/21/22,"$1,180,000.00 ",1180000,232.8794158,5067,1998,33.9970524,-84.2985184
273,2203 CREEL LN,12/21/22,"$276,000.00 ",276000,168.0876979,1642,2020,33.5655224,-84.4792885
274,1045 HIGH POINT TER,8/15/22,"$359,000.00 ",359000,254.9715909,1408,2000,33.71688412,-84.39448574
275,240 RENAISSANCE PKY NE 315,12/21/22,"$380,000.00 ",380000,264.6239554,1436,1989,33.7696656,-84.3796218
276,1041 IRA ST SW,12/20/22,"$178,000.00 ",178000,160.7949413,1107,1949,33.7264981,-84.4002361
277,5492 GLENRIDGE DR # 9,12/20/22,"$550,000.00 ",550000,250.5694761,2195,2003,33.9043121,-84.3720066
278,6851 ROSWELL RD NE M 5,12/20/22,"$260,000.00 ",260000,176.9911504,1469,1964,33.9418431,-84.3717681
279,585 WILLOW OAK WAY,12/20/22,"$835,000.00 ",835000,239.117984,3492,2006,34.0139222,-84.2967218
280,4886 BEN HILL RD,12/20/22,"$172,100.00 ",172100,193.8063063,888,1945,33.62244,-84.5057301
281,585 MC WILLIAMS RD SE LOT 1608,12/20/22,"$275,000.00 ",275000,157.8645235,1742,2006,33.6850356,-84.36955
282,974 GRANT ST SE,12/20/22,"$512,000.00 ",512000,419.3284193,1221,1995,33.7277317,-84.3764443
283,750 BROOKLINE TRC,12/20/22,"$725,000.00 ",725000,205.9659091,3520,1994,34.0544149,-84.237388
284,4940 NORTH BRIDGES DR,12/20/22,"$200,000.00 ",200000,134.4086022,1488,1985,34.0544083,-84.215292
285,3170 IMPERIAL CIR,12/20/22,"$314,500.00 ",314500,153.8649706,2044,2007,33.7002296,-84.4947486
286,140 WYNFIELD WAY,12/20/22,"$675,000.00 ",675000,204.4215627,3302,2002,33.7066183,-84.5369989
287,375 RALPH MCGILL BLVD NE 1205,12/20/22,"$216,600.00 ",216600,213.6094675,1014,1980,33.7634188,-84.3753762
288,8360 OAKLEY CIR,12/20/22,"$182,450.00 ",182450,127.0543175,1436,2005,33.5831583,-84.5363544
289,265 WALTHAM CT,12/20/22,"$425,000.00 ",425000,190.0715564,2236,1994,34.069598,-84.1827248
290,300 JOHNSON FERRY RD B713,12/20/22,"$285,000.00 ",285000,266.3551402,1070,1986,33.9257419,-84.376942
291,1820 PEACHTREE ST NW UNIT 1001,12/20/22,"$975,000.00 ",975000,385.8330036,2527,2010,33.805175,-84.3943191
292,3378 ELMTREE DR SW,12/20/22,"$339,000.00 ",339000,208.8724584,1623,1960,33.7295858,-84.498835
293,1201 BRIGHTON PT,12/20/22,"$252,000.00 ",252000,210.0,1200,1978,33.9570772,-84.3662062
294,980 CONNALLY ST SE,12/20/22,"$455,000.00 ",455000,248.6338798,1830,2007,33.7276911,-84.3812447
295,1063 JOHNSONS GRV,3/18/22,"$565,000.00 ",565000,271.3736792,2082,2017,33.78488013,-84.44770739
296,439 WALNUT ST,12/20/22,"$400,000.00 ",400000,216.4502165,1848,2016,33.6663223,-84.4027803
297,1022 BURNS DR SW,12/20/22,"$278,000.00 ",278000,175.0629723,1588,1930,33.7116504,-84.4216596
298,7599 WAVERLY LOOP,12/20/22,"$280,000.00 ",280000,111.5537849,2510,2005,33.5880583,-84.6312986
299,6499 ST MARK WAY,12/20/22,"$322,000.00 ",322000,136.672326,2356,2013,33.5816922,-84.6242225
300,3510 ROSWELL RD NW # C 2,12/20/22,"$260,000.00 ",260000,221.0884354,1176,1963,33.8505188,-84.3836503
301,5455 EAST IDLEWOOD LN NW,12/20/22,"$739,000.00 ",739000,217.2890326,3401,1978,33.9035687,-84.4030877
302,1940 NORTHSIDE DR NW,12/20/22,"$574,000.00 ",574000,507.515473,1131,1940,33.8082848,-84.4082919
303,1821 HARPER ST NW,12/20/22,"$543,000.00 ",543000,381.0526316,1425,1940,33.8043696,-84.4182308
304,273 TARRAGON WAY SW,12/20/22,"$255,000.00 ",255000,206.8126521,1233,1988,33.7551154,-84.5152089
305,95 TAMARISK DR NE,12/20/22,"$775,000.00 ",775000,205.6794055,3768,1980,33.9025013,-84.3651113
306,9785 TERRACE LAKE POINTE,12/20/22,"$745,000.00 ",745000,304.5789043,2446,1987,34.0050641,-84.3927452
307,943 CHEROKEE AVE SE,12/20/22,"$625,000.00 ",625000,405.8441558,1540,1998,33.7287929,-84.373939
308,1029 PIEDMONT AVE NE # 104,4/22/22,"$360,000.00 ",360000,402.2346369,895,2001,33.78276619,-84.37974505
309,502 PRYOR ST # 110,12/20/22,"$155,000.00 ",155000,193.75,800,2002,33.7413927,-84.394003
310,1375 ALMONT DR SW,12/20/22,"$465,000.00 ",465000,283.5365854,1640,1948,33.7262425,-84.4330009
311,124 ALGERINE CT,12/20/22,"$398,500.00 ",398500,130.0587467,3064,2007,33.6358795,-84.6303554
312,2795 PEACHTREE RD NE LOT 1904,12/19/22,"$800,000.00 ",800000,412.5838061,1939,2007,33.8309683,-84.3854293
313,230 DEVIN PL,12/19/22,"$1,262,500.00 ",1262500,411.237785,3070,2019,33.8183251,-84.3798605
314,61 SIXTEENTH ST NE # 4,12/19/22,"$249,900.00 ",249900,340.0,735,1930,33.7909921,-84.3841204
315,1063 SHADOW GLEN DR,3/11/22,"$376,647.00 ",376647,124.7175497,3020,2021,33.56538176,-84.61951703
316,200 RIVER VISTA DR UNIT 428,12/19/22,"$349,000.00 ",349000,279.2,1250,2010,33.9011253,-84.4399001
317,9730 HILLSIDE DR,12/19/22,"$445,000.00 ",445000,169.4592536,2626,1977,34.0148568,-84.3178926
318,56 MODA LN,12/19/22,"$489,500.00 ",489500,349.6428571,1400,2017,33.7531216,-84.3539235
319,227 GOLD CV,12/19/22,"$375,000.00 ",375000,201.5045674,1861,2009,34.043667,-84.1777835
320,1281 CAULEY CREEK OVERLOOK,12/19/22,"$870,000.00 ",870000,312.0516499,2788,2020,34.0529307,-84.1562503
321,1072 SHADOW GLEN DR,3/11/22,"$334,951.00 ",334951,114.3177474,2930,2021,33.56538176,-84.61951703
322,3091 REBECCA DR SW,12/19/22,"$308,000.00 ",308000,215.8374212,1427,1958,33.7448856,-84.4887243
323,73 HIGHLAND DR NE,12/19/22,"$1,575,000.00 ",1575000,429.8580786,3664,2020,33.8442412,-84.3658494
324,1681 LANIER DR SW,12/19/22,"$255,000.00 ",255000,197.9813665,1288,2004,33.7090628,-84.4246317
325,1603 MERCER AVE,12/19/22,"$299,900.00 ",299900,270.66787,1108,1930,33.665127,-84.4414739
326,948 FELLOWSHIP RD,12/19/22,"$334,000.00 ",334000,194.4121071,1718,2021,33.5631154,-84.5617465
327,400 SEVENTEENTH ST NW # 2314,12/19/22,"$205,000.00 ",205000,292.8571429,700,2005,33.7891045,-84.4014254
328,4292 NOTTING HILL DR,12/19/22,"$255,000.00 ",255000,149.2100644,1709,2005,33.6949355,-84.5353558
329,6573 WATERTON AVE,12/19/22,"$373,800.00 ",373800,103.9777469,3595,2006,33.6809086,-84.6003593
330,160 WING MILL RD,12/19/22,"$875,000.00 ",875000,263.8721351,3316,1985,33.9777216,-84.3627279
331,795 HAMMOND DR #209,12/19/22,"$175,000.00 ",175000,326.4925373,536,1990,33.9174763,-84.3595063
332,1093 HENDON RD SE,12/19/22,"$110,000.00 ",110000,74.07407407,1485,1960,33.6557489,-84.3541844
333,622 JUNEBERRY LN SW,12/19/22,"$745,000.00 ",745000,354.7619048,2100,2019,33.7374676,-84.3567054
334,1430 CLERMONT AVE,12/19/22,"$319,000.00 ",319000,223.7026648,1426,1961,33.6965438,-84.4357083
335,725 ALTA PL NW,12/19/22,"$362,000.00 ",362000,282.8125,1280,1946,33.7747464,-84.4554146
336,2193 PARK TER,12/19/22,"$507,500.00 ",507500,441.3043478,1150,1938,33.6612497,-84.4610054
337,354 COG HILL DR,12/19/22,"$377,500.00 ",377500,83.00351803,4548,2008,33.6068361,-84.6009042
338,310 KNOLL CREST CT,12/19/22,"$539,900.00 ",539900,223.6536868,2414,1999,34.0091243,-84.2106438
339,1600 GLADEWOOD DR,12/19/22,"$589,000.00 ",589000,199.7287216,2949,1990,34.0629641,-84.1992423
340,3206 VILLAGE LN,12/19/22,"$440,000.00 ",440000,281.6901408,1562,2003,34.059332,-84.3972435
341,6940 ROSWELL RD # A 7,12/19/22,"$269,000.00 ",269000,224.1666667,1200,1965,33.9439426,-84.3745349
342,225 DOVECREST DR,12/19/22,"$3,200,000.00 ",3200000,673.6842105,4750,2018,33.8430721,-84.3847388
343,2125 HOWELL MILL RD NW,12/19/22,"$515,000.00 ",515000,392.5304878,1312,1950,33.8141724,-84.414784
344,1229 CUSHENBERRY LN,12/19/22,"$575,000.00 ",575000,407.5124026,1411,2020,33.7885267,-84.4179665
345,1133 LIBERTY PKWY,12/19/22,"$357,000.00 ",357000,269.2307692,1326,2005,33.818334,-84.443691
346,1858 PERRY BLVD NW,12/19/22,"$435,000.00 ",435000,266.8711656,1630,2004,33.793802,-84.4480934
347,202 MOSSY PL,12/19/22,"$470,000.00 ",470000,358.2317073,1312,1989,34.0767492,-84.2407423
348,2829 RIDGEVIEW DR,12/19/22,"$300,000.00 ",300000,224.5508982,1336,2020,33.6683472,-84.4925671
349,1393 BOAT ROCK RD,12/19/22,"$600,000.00 ",600000,129.982669,4616,2010,33.7173962,-84.5603181
350,2681 WATERDALE RD,12/19/22,"$310,000.00 ",310000,144.3875175,2147,2005,33.6831972,-84.6014024
351,274 DEVONSHIRE DR,12/19/22,"$285,000.00 ",285000,234.375,1216,1998,33.997858,-84.2802339
352,170 BOULEVARD SE LOT 119E,12/19/22,"$489,000.00 ",489000,263.3279483,1857,2007,33.7497092,-84.3688592
353,2205 LAKE SHORE LANDING,12/19/22,"$1,500,000.00 ",1500000,285.9321388,5246,1998,34.0821124,-84.2326134
354,12805 BUCKSPORT DR,12/19/22,"$900,000.00 ",900000,211.8644068,4248,1980,34.0931417,-84.402903
355,7700 RYEFIELD DR,12/19/22,"$535,000.00 ",535000,252.5967894,2118,1970,33.963694,-84.2979428
356,7114 BOULDER PASS,12/19/22,"$307,200.00 ",307200,185.2834741,1658,2002,33.5629447,-84.524144
357,713 STONY LN,12/19/22,"$347,000.00 ",347000,156.8716094,2212,2004,33.559546,-84.5246969
358,383 EAST WESLEY RD NE,12/16/22,"$1,200,000.00 ",1200000,380.4692454,3154,1940,33.8283737,-84.3751303
359,1075 SHADOW GLEN DR,7/27/22,"$340,000.00 ",340000,116.0409556,2930,2021,33.56538176,-84.61951703
360,540 PEACHTREE BATTLE AVE,12/16/22,"$1,825,000.00 ",1825000,384.2105263,4750,1938,33.8214889,-84.4054271
361,3506 PACES PL NW,12/16/22,"$675,000.00 ",675000,442.3328965,1526,1962,33.851843,-84.432585
362,200 RIVER VISTA DR UNIT 611,12/16/22,"$299,000.00 ",299000,314.7368421,950,2010,33.9011253,-84.4399001
363,8910 NESBIT LAKES DR,12/16/22,"$781,500.00 ",781500,234.0521114,3339,1993,34.0165841,-84.2927365
364,4051 GLENDA DR,12/16/22,"$185,000.00 ",185000,117.7593889,1571,1972,33.6441037,-84.4784775
365,576 DASHEILL LN,12/16/22,"$359,000.00 ",359000,182.2335025,1970,2017,33.6202251,-84.5532789
366,4875 WOLFCREEK VIEW,12/16/22,"$250,000.00 ",250000,124.5640259,2007,2005,33.6324874,-84.5526648
367,536 WOLF PACK LN,12/16/22,"$422,800.00 ",422800,146.5511265,2885,2018,33.6629901,-84.5785733
368,901 ABERNATHY RD NE UNIT 5180,12/16/22,"$355,000.00 ",355000,290.9836066,1220,2010,33.93267,-84.3610252
369,864 CHARLES ALLEN DR NE # 12,12/16/22,"$350,000.00 ",350000,350.0,1000,1930,33.7782309,-84.3731715
370,860 PEACHTREE ST # 809,12/16/22,"$320,000.00 ",320000,420.499343,761,2005,34.273828,-83.8412077
371,240 MILTON AVE SE,12/16/22,"$275,000.00 ",275000,229.1666667,1200,2003,33.7198537,-84.3803048
372,129 HILLSDALE DR SE,12/16/22,"$300,000.00 ",300000,278.2931354,1078,1957,33.6877545,-84.3861958
373,881 CREW ST SW,12/16/22,"$384,000.00 ",384000,388.6639676,988,1920,33.7307082,-84.3896666
374,850 PROCTOR ST NW,12/16/22,"$285,000.00 ",285000,267.8571429,1064,2021,33.764781,-84.4152354
375,2395 BETHANY BEND,12/16/22,"$590,000.00 ",590000,307.9331942,1916,1970,34.1149928,-84.290788
376,4528 PARKVIEW SQUARE,12/16/22,"$222,500.00 ",222500,163.1231672,1364,2003,33.6357885,-84.5148777
377,8800 NORTH MOUNT DR,12/16/22,"$590,000.00 ",590000,281.2202097,2098,1979,34.0012195,-84.2588484
378,9830 KENNEBEC WAY,12/16/22,"$860,000.00 ",860000,222.2796588,3869,1989,34.0230006,-84.2015074
379,7306 LOWERY OAK DR,12/16/22,"$479,000.00 ",479000,213.4581105,2244,2012,34.0613344,-84.3964075
380,222 DENNIS DR,12/16/22,"$447,000.00 ",447000,266.8656716,1675,1991,34.0723237,-84.3234339
381,3925 SHELDON DR NE,12/16/22,"$1,750,000.00 ",1750000,289.2561983,6050,2007,33.861067,-84.3766702
382,7155 ROSWELL RD 48,12/16/22,"$395,000.00 ",395000,194.9654492,2026,1980,33.9509366,-84.3661946
383,2388 HURST DR NE,12/16/22,"$799,000.00 ",799000,529.8408488,1508,1944,33.8199662,-84.3801261
384,3227 GLEN ARDEN DR NW,12/16/22,"$1,300,000.00 ",1300000,504.8543689,2575,1975,33.8430281,-84.4005635
385,5401 STONE COVE DR LOT 161,12/16/22,"$550,000.00 ",550000,104.4039484,5268,2007,33.7150924,-84.5659715
386,7500 ROSWELL RD 48,12/16/22,"$299,500.00 ",299500,202.6387009,1478,1986,33.9595043,-84.3666429
387,2113 PINETREE TRL,12/16/22,"$175,000.00 ",175000,119.372442,1466,1990,33.5663205,-84.4789103
388,956 DELAWARE AVE SE,12/16/22,"$349,500.00 ",349500,367.5078864,951,1945,33.7312748,-84.3567722
389,510 JEFFERSON CHASE ST SE,12/16/22,"$255,000.00 ",255000,146.7203682,1738,2010,33.665407,-84.38268
390,2811 PALM DR,12/16/22,"$250,000.00 ",250000,159.642401,1566,1971,33.678357,-84.4200639
391,2340 HIGHVIEW RD SW,12/16/22,"$660,000.00 ",660000,210.0572884,3142,1940,33.7295885,-84.4643954
392,2085 BROOKRIDGE TER,12/16/22,"$435,000.00 ",435000,296.9283276,1465,1996,34.0861823,-84.2831288
393,1250 TYNECASTLE WAY NE,12/16/22,"$979,000.00 ",979000,314.6898104,3111,1972,33.9807844,-84.3315668
394,6700 GRESHAM ST,12/16/22,"$60,000.00 ",60000,89.28571429,672,1920,33.572983,-84.554548
395,901 BROOKMERE CT,12/16/22,"$500,000.00 ",500000,190.4036558,2626,2014,33.6360241,-84.5657228
396,4269 STONEWALL TELL RD,12/16/22,"$255,000.00 ",255000,251.2315271,1015,1968,33.638989,-84.5846701
397,4135 FALLS RIDGE DR,12/16/22,"$1,050,000.00 ",1050000,257.6054956,4076,1996,34.0251772,-84.2369268
398,25 SHERIDAN DR NE,12/16/22,"$210,000.00 ",210000,194.4444444,1080,1940,33.8325167,-84.3832523
399,1231 BARNES ST NW,12/16/22,"$1,020,000.00 ",1020000,366.5109594,2783,2015,33.7884882,-84.3941813
400,1765 LIBERTY PKWY,12/16/22,"$355,000.00 ",355000,284.4551282,1248,2009,33.8149252,-84.4382203
401,3475 OAK VALLEY RD NE # 160,12/16/22,"$665,000.00 ",665000,276.0481528,2409,1992,33.8500083,-84.3593756
402,1106 SUMMIT NORTH DR NE,12/16/22,"$205,000.00 ",205000,205.4108216,998,1982,33.8281986,-84.3610043
403,1005 CELEBRATION DR,12/16/22,"$740,000.00 ",740000,208.9215133,3542,2018,34.0065201,-84.2963598
404,109 MEETING ST,12/2/22,"$1,030,000.00 ",1030000,437.9251701,2352,2018,34.07111091,-84.28534817
405,624 MC DONALD ST SE,12/16/22,"$375,000.00 ",375000,407.6086957,920,1920,33.7462151,-84.3670586
406,1132 OAK KNOLL TER SE,12/16/22,"$225,000.00 ",225000,292.96875,768,1945,33.7073368,-84.3766394
407,415 GARTRELL ST SE UNIT 5,12/16/22,"$508,250.00 ",508250,408.2329317,1245,2018,33.7527939,-84.3735434
408,57 FORSYTH ST NW 5G,12/16/22,"$185,000.00 ",185000,185.3707415,998,1913,33.7560705,-84.3899046
409,1540 ATHENS AVE SW,12/16/22,"$318,500.00 ",318500,279.3859649,1140,1946,33.713131,-84.4086694
410,2711 MC COY PL,12/16/22,"$291,500.00 ",291500,114.2241379,2552,1995,33.6815961,-84.4723695
411,10175 CEDAR RIDGE DR,12/16/22,"$5,100,000.00 ",5100000,640.1405799,7967,2017,34.1758848,-84.3296764
412,277 MAYFIELD RD,12/16/22,"$850,000.00 ",850000,325.9202454,2608,1987,34.0852186,-84.3034727
413,695 COPPER CREEK CIR,12/16/22,"$699,000.00 ",699000,224.975861,3107,1997,34.1334944,-84.2663819
414,516 PRINCETON DR,12/16/22,"$370,000.00 ",370000,118.5897436,3120,2008,33.5352353,-84.6593757
415,3344 PEACHTREE RD NE UNIT 3105,12/15/22,"$1,275,000.00 ",1275000,605.7007126,2105,2008,33.8468775,-84.368714
416,1080 PEACHTREE ST NE UNIT 1414,12/15/22,"$375,000.00 ",375000,488.28125,768,2008,33.7839093,-84.3837461
417,1101 JUNIPER ST NE # 1516,12/15/22,"$310,000.00 ",310000,405.7591623,764,1999,33.7846055,-84.3818438
418,712 MONTANA RD NW,12/15/22,"$865,000.00 ",865000,335.5314197,2578,1944,33.8458366,-84.4107418
419,2610 FOX HALL SOUTH LN,12/15/22,"$270,000.00 ",270000,154.1976014,1751,1988,33.5713549,-84.475864
420,250 BREITBRUNN CHASE,12/15/22,"$797,000.00 ",797000,221.4504029,3599,1997,34.00351,-84.1823746
421,919 HOBSON ST SW,12/15/22,"$300,000.00 ",300000,255.1020408,1176,1952,33.7299312,-84.4062565
422,1701 LANGSTON AVE SW,12/15/22,"$270,000.00 ",270000,147.702407,1828,1909,33.708321,-84.4226623
423,1331 SHARON ST SW,12/15/22,"$445,000.00 ",445000,309.45758,1438,1940,33.75479,-84.4310318
424,1180 GREATWOOD MANOR,12/15/22,"$1,040,000.00 ",1040000,269.2208128,3863,1997,34.0910145,-84.2112671
425,540 CAMBER WOODS DR,12/15/22,"$400,000.00 ",400000,146.896805,2723,1994,34.0739668,-84.351884
426,10625 SERENBE LN UNIT 400,12/15/22,"$1,375,000.00 ",1375000,563.2937321,2441,2016,33.517579,-84.7330297
427,2353 CAPELLA CIR,12/15/22,"$310,000.00 ",310000,155.0,2000,2015,33.688468,-84.619319
428,6729 OAK HILL PL,12/15/22,"$412,500.00 ",412500,140.8811475,2928,2014,33.6139419,-84.5939164
429,32108 HARVEST RIDGE LN # 32,12/15/22,"$390,000.00 ",390000,288.8888889,1350,2000,34.045552,-84.2252942
430,2195 WESTWIND DR,12/15/22,"$459,900.00 ",459900,259.9773884,1769,1997,34.0582816,-84.3901474
431,1095 NORTHPOINT TRCE,1/25/22,"$480,000.00 ",480000,228.3539486,2102,1995,34.02554449,-84.29010662
432,703 BASS WAY,12/15/22,"$2,325,000.00 ",2325000,438.5964912,5301,2018,33.9154961,-84.3981646
433,900 REDS RIDGE CT,12/15/22,"$2,200,000.00 ",2200000,318.1489516,6915,1990,33.9027027,-84.4175333
434,991 NORTH HIGHLAND AVE,12/15/22,"$245,000.00 ",245000,350.0,700,1998,33.7816686,-84.3536997
435,2901 LENOX WAY NE 1002,12/15/22,"$270,000.00 ",270000,264.446621,1021,1980,33.833607,-84.355268
436,560 DUTCH VALLEY RD NE # 404,12/15/22,"$515,000.00 ",515000,380.3545052,1354,2001,33.7930501,-84.369566
437,279 ATLEY PL,12/15/22,"$510,250.00 ",510250,326.2468031,1564,2021,34.067076,-84.291411
438,778 UNITED AVE SE,12/15/22,"$617,000.00 ",617000,303.9408867,2030,1924,33.7324992,-84.3645351
439,2416 HILLCREST DR,12/15/22,"$291,000.00 ",291000,352.7272727,825,1945,33.6892127,-84.4513557
440,5510 CAMERON FOREST PKWY,12/15/22,"$670,000.00 ",670000,166.7496267,4018,1987,34.0307048,-84.2034636
441,1116 PIEDMONT AVE NE # #11,3/25/22,"$575,000.00 ",575000,426.874536,1347,1910,33.78523685,-84.37892354
442,2870 PHARR COURT SOUTH NW # #205,12/15/22,"$258,500.00 ",258500,210.504886,1228,1988,33.8337828,-84.3855828
443,1023 JUNIPER ST NE 201,12/15/22,"$372,000.00 ",372000,348.3146067,1068,2002,33.7826279,-84.3821359
444,145 FIFTEENTH ST NE 207,12/15/22,"$310,000.00 ",310000,359.6287703,862,1972,33.7883452,-84.3825654
445,466 HASCALL RD NW,12/15/22,"$715,000.00 ",715000,385.237069,1856,1942,33.7968572,-84.4032574
446,3472 PACES PL NW,12/15/22,"$515,000.00 ",515000,278.6796537,1848,1962,33.8513626,-84.4325086
447,3648 PEACHTREE RD NE # 2 G,12/15/22,"$480,000.00 ",480000,243.5312024,1971,1961,33.8546229,-84.3570111
448,423 THE NORTH CHACE 4 T,12/15/22,"$484,000.00 ",484000,200.3311258,2416,1979,33.926955,-84.360807
449,6 ALSTON PL NE,12/15/22,"$515,540.00 ",515540,295.6077982,1744,1990,33.8357273,-84.3586981
450,170 CENTENNIAL TRC,12/15/22,"$775,000.00 ",775000,219.1742081,3536,2003,34.0107932,-84.2972849
451,1020 CELEBRATION DR,12/15/22,"$700,000.00 ",700000,156.1802767,4482,2015,34.0068634,-84.2962775
